0;534
1;534
2;538
3;541
4;537
5;533
6;530
7;530
8;533
9;534
10;535
11;537
12;532
13;526
14;530
15;532
0;533
1;542
2;542
3;541
4;541
5;546
6;551
7;553
8;550
9;549
10;551
11;555
12;554
13;554
14;554
15;548
0;546
1;547
2;548
3;557
4;568
5;574
6;574
7;574
8;575
9;572
10;572
11;571
12;571
13;569
14;564
15;559
0;558
1;559
2;556
3;561
4;563
5;564
6;564
7;567
8;566
9;563
10;561
11;558
12;556
13;555
14;555
15;556
0;556
1;553
2;551
3;548
4;549
5;550
6;549
7;548
8;545
9;541
10;535
11;528
12;517
13;511
14;519
15;524
0;532
1;549
2;562
3;571
4;579
5;590
6;609
7;627
8;636
9;639
10;645
11;654
12;656
13;650
14;643
15;637
0;628
1;623
2;617
3;612
4;612
5;615
6;618
7;618
8;619
9;615
10;606
11;597
12;587
13;574
14;563
15;556
0;552
1;549
2;548
3;546
4;548
5;548
6;547
7;546
8;547
9;545
10;541
11;538
12;535
13;532
14;530
15;528
0;528
1;530
2;532
3;535
4;536
5;537
6;540
7;543
8;538
9;536
10;539
11;544
12;548
13;550
14;551
15;552
0;555
1;553
2;553
3;552
4;553
5;553
6;548
7;543
8;540
9;539
10;536
11;538
12;542
13;541
14;536
15;530
0;526
1;529
2;532
3;527
4;519
5;514
6;511
7;510
8;516
9;524
10;527
11;527
12;525
13;524
14;521
15;516
0;511
1;506
2;499
3;495
4;494
5;493
6;490
7;490
8;491
9;490
10;489
11;487
12;487
13;489
14;492
15;497
0;499
1;497
2;491
3;488
4;484
5;477
6;471
7;467
8;467
9;469
10;471
11;469
12;464
13;458
14;460
15;454
0;446
1;442
2;436
3;434
4;440
5;456
6;470
7;476
8;473
9;470
10;472
11;474
12;479
13;478
14;476
15;472
0;468
1;464
2;462
3;462
4;458
5;455
6;456
7;457
8;463
9;467
10;468
11;469
12;467
13;465
14;464
15;463
0;461
1;464
2;465
3;465
4;467
5;466
6;464
7;462
8;462
9;463
10;465
11;467
12;468
13;471
14;474
15;474
0;475
1;478
2;476
3;474
4;472
5;465
6;460
7;456
8;460
9;463
10;463
11;466
12;469
13;468
14;464
15;463
0;465
1;465
2;465
3;463
4;457
5;454
6;451
7;451
8;451
9;451
10;451
11;448
12;443
13;439
14;435
15;432
0;437
1;445
2;447
3;451
4;455
5;449
6;450
7;453
8;453
9;456
10;462
11;463
12;461
13;461
14;461
15;461
0;460
1;461
2;462
3;460
4;455
5;455
6;455
7;457
8;458
9;460
10;463
11;464
12;464
13;466
14;469
15;474
0;478
1;480
2;480
3;481
4;482
5;481
6;480
7;481
8;483
9;481
10;480
11;480
12;483
13;482
14;481
15;484
0;484
1;486
2;491
3;496
4;499
5;499
6;496
7;494
8;495
9;497
10;494
11;492
12;492
13;490
14;487
15;483
0;485
1;489
2;490
3;490
4;490
5;490
6;490
7;487
8;482
9;479
10;476
11;480
12;487
13;497
14;504
15;502
0;496
1;494
2;496
3;499
4;498
5;498
6;500
7;499
8;497
9;495
10;494
11;495
12;495
13;494
14;494
15;493
0;493
1;494
2;496
3;496
4;495
5;492
6;489
7;489
8;494
9;498
10;499
11;499
12;498
13;497
14;495
15;492
0;487
1;484
2;484
3;482
4;480
5;480
6;479
7;478
8;475
9;472
10;472
11;473
12;472
13;472
14;470
15;469
0;467
1;468
2;470
3;478
4;486
5;487
6;487
7;486
8;487
9;490
10;492
11;495
12;495
13;492
14;491
15;490
0;489
1;489
2;491
3;492
4;503
5;517
6;522
7;528
8;540
9;542
10;543
11;544
12;542
13;543
14;542
15;544
0;546
1;544
2;542
3;540
4;541
5;546
6;556
7;568
8;572
9;573
10;574
11;571
12;566
13;561
14;558
15;557
0;558
1;558
2;558
3;556
4;555
5;555
6;555
7;554
8;551
9;548
10;546
11;545
12;552
13;557
14;557
15;558
0;556
1;550
2;544
3;544
4;544
5;550
6;556
7;559
8;563
9;562
10;561
11;559
12;556
13;554
14;552
15;549
0;542
1;539
2;543
3;548
4;551
5;553
6;558
7;560
8;558
9;557
10;553
11;548
12;547
13;549
14;551
15;548
0;542
1;540
2;540
3;545
4;552
5;552
6;550
7;549
8;549
9;547
10;546
11;546
12;549
13;551
14;550
15;547
0;545
1;542
2;539
3;539
4;542
5;546
6;549
7;547
8;543
9;544
10;544
11;543
12;540
13;536
14;527
15;521
0;516
1;513
2;512
3;515
4;524
5;531
6;543
7;549
8;551
9;552
10;548
11;543
12;539
13;537
14;537
15;534
0;531
1;534
2;538
3;541
4;542
5;542
6;542
7;541
8;542
9;545
10;544
11;543
12;542
13;541
14;541
15;542
0;540
1;539
2;539
3;539
4;539
5;538
6;538
7;539
8;537
9;539
10;540
11;539
12;538
13;536
14;534
15;535
0;534
1;535
2;534
3;533
4;533
5;532
6;532
7;532
8;535
9;536
10;537
11;542
12;545
13;543
14;540
15;541
0;544
1;549
2;553
3;557
4;559
5;557
6;554
7;550
8;544
9;540
10;537
11;536
12;536
13;535
14;532
15;534
0;533
1;527
2;517
3;514
4;508
5;515
6;532
7;553
8;569
9;577
10;580
11;579
12;576
13;571
14;568
15;563
0;557
1;552
2;545
3;541
4;536
5;532
6;529
7;529
8;528
9;527
10;526
11;527
12;529
13;531
14;531
15;530
0;529
1;529
2;528
3;526
4;523
5;524
6;526
7;524
8;520
9;522
10;519
11;514
12;513
13;514
14;517
15;519
0;519
1;519
2;515
3;511
4;508
5;506
6;509
7;513
8;517
9;519
10;523
11;524
12;524
13;526
14;529
15;528
0;526
1;521
2;519
3;520
4;519
5;512
6;503
7;503
8;510
9;513
10;518
11;524
12;531
13;538
14;540
15;540
0;544
1;545
2;540
3;537
4;536
5;532
6;527
7;520
8;518
9;522
10;523
11;525
12;526
13;528
14;531
15;536
0;539
1;541
2;540
3;537
4;537
5;534
6;531
7;527
8;527
9;527
10;527
11;526
12;525
13;525
14;524
15;522
0;522
1;520
2;518
