# OpenSignals Text File Format. Version 1
# {"98:D3:B1:FD:3D:A9": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:B1:FD:3D:A9", "device connection": "BTH98:D3:B1:FD:3D:A9", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10], "firmware version": 1282, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2024-9-18", "time": "12:43:49.517", "channels": [2], "sensor": ["ECGBIT"], "label": ["A2"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A2"], "special": [{}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
0	0	0	0	0	504	
1	0	0	0	0	490	
2	0	0	0	0	475	
3	0	0	0	0	461	
4	0	0	0	0	448	
5	0	0	0	0	434	
6	0	0	0	0	420	
7	0	0	0	0	407	
8	0	0	0	0	400	
9	0	0	0	0	397	
10	0	0	0	0	397	
11	0	0	0	0	400	
12	0	0	0	0	406	
13	0	0	0	0	411	
14	0	0	0	0	418	
15	0	0	0	0	424	
0	0	0	0	0	432	
1	0	0	0	0	439	
2	0	0	0	0	447	
3	0	0	0	0	455	
4	0	0	0	0	459	
5	0	0	0	0	462	
6	0	0	0	0	466	
7	0	0	0	0	467	
8	0	0	0	0	469	
9	0	0	0	0	471	
10	0	0	0	0	473	
11	0	0	0	0	474	
12	0	0	0	0	476	
13	0	0	0	0	478	
14	0	0	0	0	480	
15	0	0	0	0	481	
0	0	0	0	0	483	
1	0	0	0	0	484	
2	0	0	0	0	484	
3	0	0	0	0	485	
4	0	0	0	0	485	
5	0	0	0	0	484	
6	0	0	0	0	484	
7	0	0	0	0	483	
8	0	0	0	0	483	
9	0	0	0	0	483	
10	0	0	0	0	484	
11	0	0	0	0	484	
12	0	0	0	0	486	
13	0	0	0	0	487	
14	0	0	0	0	488	
15	0	0	0	0	490	
0	0	0	0	0	490	
1	0	0	0	0	492	
2	0	0	0	0	492	
3	0	0	0	0	492	
4	0	0	0	0	492	
5	0	0	0	0	492	
6	0	0	0	0	493	
7	0	0	0	0	492	
8	0	0	0	0	492	
9	0	0	0	0	492	
10	0	0	0	0	491	
11	0	0	0	0	491	
12	0	0	0	0	492	
13	0	0	0	0	492	
14	0	0	0	0	495	
15	0	0	0	0	496	
0	0	0	0	0	498	
1	0	0	0	0	499	
2	0	0	0	0	500	
3	0	0	0	0	500	
4	0	0	0	0	500	
5	0	0	0	0	501	
6	0	0	0	0	500	
7	0	0	0	0	499	
8	0	0	0	0	499	
9	0	0	0	0	498	
10	0	0	0	0	498	
11	0	0	0	0	498	
12	0	0	0	0	498	
13	0	0	0	0	499	
14	0	0	0	0	500	
15	0	0	0	0	503	
0	0	0	0	0	504	
1	0	0	0	0	505	
2	0	0	0	0	507	
3	0	0	0	0	507	
4	0	0	0	0	506	
5	0	0	0	0	506	
6	0	0	0	0	507	
7	0	0	0	0	507	
8	0	0	0	0	506	
9	0	0	0	0	505	
10	0	0	0	0	505	
11	0	0	0	0	504	
12	0	0	0	0	506	
13	0	0	0	0	505	
14	0	0	0	0	507	
15	0	0	0	0	509	
0	0	0	0	0	511	
1	0	0	0	0	512	
2	0	0	0	0	512	
3	0	0	0	0	513	
4	0	0	0	0	513	
5	0	0	0	0	514	
6	0	0	0	0	514	
7	0	0	0	0	513	
8	0	0	0	0	514	
9	0	0	0	0	514	
10	0	0	0	0	513	
11	0	0	0	0	512	
12	0	0	0	0	511	
13	0	0	0	0	511	
14	0	0	0	0	512	
15	0	0	0	0	513	
0	0	0	0	0	514	
1	0	0	0	0	515	
2	0	0	0	0	516	
3	0	0	0	0	517	
4	0	0	0	0	518	
5	0	0	0	0	518	
6	0	0	0	0	518	
7	0	0	0	0	518	
8	0	0	0	0	518	
9	0	0	0	0	517	
10	0	0	0	0	516	
11	0	0	0	0	516	
12	0	0	0	0	515	
13	0	0	0	0	516	
14	0	0	0	0	516	
15	0	0	0	0	517	
0	0	0	0	0	519	
1	0	0	0	0	520	
2	0	0	0	0	521	
3	0	0	0	0	523	
4	0	0	0	0	524	
5	0	0	0	0	523	
6	0	0	0	0	524	
7	0	0	0	0	524	
8	0	0	0	0	524	
9	0	0	0	0	523	
10	0	0	0	0	523	
11	0	0	0	0	522	
12	0	0	0	0	521	
13	0	0	0	0	521	
14	0	0	0	0	522	
15	0	0	0	0	522	
0	0	0	0	0	523	
1	0	0	0	0	524	
2	0	0	0	0	526	
3	0	0	0	0	526	
4	0	0	0	0	527	
